City_ID,City,Country,Date,Humidity,Lat,Lng,Max Temp,Cloudiness,Wind Speed
165,Eureka,US,2021-09-14 20:00:41,71,40.8021,-124.1637,73.18,1,4.0
166,Olafsvik,IS,2021-09-14 20:00:42,79,64.8945,-23.7142,49.28,98,25.93
167,Kapuskasing,CA,2021-09-14 20:00:42,100,49.4169,-82.4331,50.09,90,11.5
168,Dukat,RU,2021-09-14 19:51:55,84,62.55,155.55,37.54,14,0.67
169,Kalmunai,LK,2021-09-14 19:52:07,78,7.4167,81.8167,81.57,100,4.43
170,Aykhal,RU,2021-09-14 20:00:43,85,66.0,111.5,39.96,100,6.22
171,Saskylakh,RU,2021-09-14 19:52:12,87,71.9167,114.0833,42.19,100,8.12
172,Ellisras,ZA,2021-09-14 20:00:44,24,-23.6649,27.7443,70.5,0,3.89
173,Pisco,PE,2021-09-14 19:52:20,77,-13.7,-76.2167,65.01,11,11.5
174,Amarkantak,IN,2021-09-14 20:00:45,99,22.6667,81.75,67.3,100,7.56
175,Pangnirtung,CA,2021-09-14 19:51:30,64,66.1451,-65.7125,35.6,20,18.41
176,Tuatapere,NZ,2021-09-14 19:51:37,79,-46.1333,167.6833,32.83,6,4.7
177,Hovd,MN,2021-09-14 20:00:46,40,48.0056,91.6419,51.53,12,6.58
178,Khomutovo,RU,2021-09-14 20:00:47,92,52.4658,104.4025,34.41,0,2.37
179,Cabedelo,BR,2021-09-14 20:00:47,78,-6.9811,-34.8339,78.67,5,16.96
180,Makakilo City,US,2021-09-14 19:52:34,60,21.3469,-158.0858,82.72,1,8.05
181,Chase,CA,2021-09-14 20:00:48,45,50.8165,-119.6857,62.2,100,3.69
182,Ukiah,US,2021-09-14 19:52:02,20,39.1502,-123.2078,101.12,1,0.0
183,Saint-Augustin,CA,2021-09-14 20:00:49,64,51.226,-58.6502,46.42,87,21.45
184,Mitsamiouli,KM,2021-09-14 20:00:50,76,-11.3847,43.2844,77.49,30,4.09
185,Narsaq,GL,2021-09-14 19:51:57,61,60.9167,-46.05,41.63,27,4.59
186,Larreynaga,NI,2021-09-14 20:00:51,66,12.6769,-86.5719,86.61,65,4.07
187,Gallup,US,2021-09-14 19:56:52,22,35.5281,-108.7426,79.02,8,5.01
188,Batemans Bay,AU,2021-09-14 20:00:51,68,-35.7167,150.1833,44.91,98,5.93
189,Sao Filipe,CV,2021-09-14 19:52:00,80,14.8961,-24.4956,79.97,100,1.05
190,Bitung,ID,2021-09-14 20:00:52,82,1.4451,125.1824,76.05,99,1.52
191,La Ronge,CA,2021-09-14 20:00:53,42,55.1001,-105.2842,62.73,9,4.27
192,San Cristobal,VE,2021-09-14 19:58:42,41,7.7669,-72.225,84.38,6,7.85
193,Helena,US,2021-09-14 20:00:54,25,46.5927,-112.0361,76.24,1,10.0
194,Nelson Bay,AU,2021-09-14 20:00:54,93,-32.7167,152.15,53.11,100,1.99
195,Cohoes,US,2021-09-14 20:00:55,68,42.7742,-73.7001,78.67,66,3.0
196,Buala,SB,2021-09-14 20:00:56,79,-8.145,159.5921,79.92,100,7.47
197,Quatre Cocos,MU,2021-09-14 20:00:56,76,-20.2078,57.7625,68.09,40,12.71
198,Palana,RU,2021-09-14 20:00:57,67,59.1167,159.9667,40.26,6,3.78
199,Ilulissat,GL,2021-09-14 19:51:17,83,69.2167,-51.1,28.36,60,3.6
200,Sitka,US,2021-09-14 20:00:58,71,57.0531,-135.33,53.78,46,6.13
201,Gusau,NG,2021-09-14 20:01:01,75,12.1628,6.6614,76.75,87,7.31
202,Riyadh,SA,2021-09-14 19:48:46,17,24.6877,46.7219,87.94,8,12.46
203,Mocorito,MX,2021-09-14 20:01:02,45,25.4833,-107.9167,92.21,27,5.79
204,Palakollu,IN,2021-09-14 20:01:02,88,16.5333,81.7333,79.03,100,4.59
205,Hasaki,JP,2021-09-14 19:52:08,91,35.7333,140.8333,66.6,100,6.67
206,Touros,BR,2021-09-14 19:59:22,78,-5.1989,-35.4608,83.3,13,15.43
207,Puerto Del Rosario,ES,2021-09-14 20:01:04,61,28.5004,-13.8627,78.55,20,6.91
208,Berdigestyakh,RU,2021-09-14 20:01:04,90,62.0989,126.6992,42.71,100,4.12
209,Padang,ID,2021-09-14 20:01:05,83,-0.9492,100.3543,77.7,84,3.44
210,Leland,US,2021-09-14 20:01:05,74,34.2563,-78.0447,88.2,0,9.26
211,Cururupu,BR,2021-09-14 20:01:06,69,-1.8283,-44.8683,82.44,47,5.41
212,Fort Nelson,CA,2021-09-14 19:53:58,71,58.8053,-122.7002,51.39,90,6.91
213,Banff,CA,2021-09-14 20:01:06,33,51.1762,-115.5698,63.57,67,6.8
214,Hithadhoo,MV,2021-09-14 19:51:10,71,-0.6,73.0833,83.7,4,9.33
215,Tarakan,ID,2021-09-14 20:01:07,81,3.3,117.6333,79.47,100,6.15
216,Tautira,PF,2021-09-14 19:51:08,71,-17.7333,-149.15,80.62,93,20.49
217,Barrow,US,2021-09-14 19:51:27,93,71.2906,-156.7887,35.62,90,11.5
218,Lagunas,PE,2021-09-14 20:01:08,30,-5.2269,-75.6753,97.72,43,3.67
219,Bijar,IR,2021-09-14 20:01:08,9,35.8668,47.6051,66.27,0,4.79
220,Beyneu,KZ,2021-09-14 19:51:41,23,45.3167,55.2,75.09,87,17.31
